DateKey,FullDate,YearNumber,MonthNumber,MonthName,FinancialQuarter,FinancialYear,DayName,IsWeekend,TotalOrders,ValidOrders,CancelledOrders,TotalUnits,ValidUnits,GrossMerchandiseValue,NetRevenue,DeliveredRevenue,CancelledRevenue,ReturnedRevenue,EstimatedTotalCOGS,EstimatedGrossProfit,AverageOrderValue,CancellationRatePct,EstimatedGrossMarginPct
20221201,2022-12-01,2022,12,December,FQ3,FY22-23,Thursday,False,66,64,2,173,171,50413.18,49806.09,44517.23,607.09,0.00,27100.51,22705.65,778.220000,3.03,45.040000
20210214,2021-02-14,2021,2,February,FQ4,FY20-21,Sunday,True,36,36,0,114,114,35037.35,35037.35,29164.53,0.00,305.96,18596.26,16441.20,973.260000,0.0,46.920000
20230506,2023-05-06,2023,5,May,FQ1,FY23-24,Saturday,True,34,34,0,102,102,32557.49,32557.49,26322.59,0.00,0.00,17454.31,15103.29,957.570000,0.0,46.390000
20200615,2020-06-15,2020,6,June,FQ1,FY20-21,Monday,False,53,52,1,180,177,58749.32,58589.23,42774.17,160.09,0.00,33294.37,25295.09,1126.720000,1.89,43.060000
20230412,2023-04-12,2023,4,April,FQ1,FY23-24,Wednesday,False,54,53,1,160,155,46937.58,45772.08,35614.20,1165.50,3146.30,26102.35,19669.82,863.620000,1.85,41.910000
20201016,2020-10-16,2020,10,October,FQ3,FY20-21,Friday,False,49,48,1,157,155,50923.17,49980.97,39184.98,942.20,0.00,26496.13,23484.92,1041.270000,2.04,46.120000
20220929,2022-09-29,2022,9,September,FQ2,FY22-23,Thursday,False,44,42,2,134,127,35976.48,34904.87,25218.67,1071.61,2737.29,19200.87,15704.12,831.070000,4.55,43.650000
20200429,2020-04-29,2020,4,April,FQ1,FY20-21,Wednesday,False,42,40,2,134,129,37114.96,34738.86,29947.54,2376.10,0.00,18916.96,15822.11,868.470000,4.76,42.630000
20221031,2022-10-31,2022,10,October,FQ3,FY22-23,Monday,False,35,31,4,107,99,28938.20,27510.57,23539.96,1427.63,2053.16,15220.84,12289.80,887.440000,11.43,42.470000
20220407,2022-04-07,2022,4,April,FQ1,FY22-23,Thursday,False,9568,9341,227,17975,17885,2211174.49,2105327.58,1481374.35,98646.91,10120.68,1485576.85,616019.51,225.390000,2.37,27.860000
20220610,2022-06-10,2022,6,June,FQ1,FY22-23,Friday,False,1268,1104,164,1352,1279,859649.41,793587.88,210850.68,66061.53,19275.74,351494.61,442093.36,718.830000,12.93,51.430000
20220607,2022-06-07,2022,6,June,FQ1,FY22-23,Tuesday,False,1471,1268,203,1533,1437,1003310.65,919804.25,242262.91,83506.40,16350.43,404891.58,514912.71,725.400000,13.8,51.320000
20241016,2024-10-16,2024,10,October,FQ3,FY24-25,Wednesday,False,60,57,3,178,165,52029.10,48936.94,36144.07,3092.16,1367.22,25845.36,23091.60,858.540000,5.0,44.380000
20231011,2023-10-11,2023,10,October,FQ3,FY23-24,Wednesday,False,49,49,0,159,159,45998.84,45998.84,37819.28,0.00,0.00,24728.27,21270.48,938.750000,0.0,46.240000
20240610,2024-06-10,2024,6,June,FQ1,FY24-25,Monday,False,58,56,2,187,180,61688.60,60174.65,44441.07,1513.95,1067.01,33861.63,26313.22,1074.550000,3.45,42.650000
20230808,2023-08-08,2023,8,August,FQ2,FY23-24,Tuesday,False,63,62,1,184,182,65118.02,64781.81,49144.35,336.21,557.44,35331.88,29450.07,1044.870000,1.59,45.230000
20200407,2020-04-07,2020,4,April,FQ1,FY20-21,Tuesday,False,54,51,3,152,143,49701.65,47419.10,40117.10,2282.55,205.93,25876.75,21542.41,929.790000,5.56,43.340000
20200620,2020-06-20,2020,6,June,FQ1,FY20-21,Saturday,True,55,55,0,166,166,58112.06,58112.06,47716.36,0.00,2379.60,31826.94,26285.12,1056.580000,0.0,45.230000
20200803,2020-08-03,2020,8,August,FQ2,FY20-21,Monday,False,63,62,1,184,180,63550.28,62444.56,46952.56,1105.72,1074.36,33900.85,28543.83,1007.170000,1.59,44.920000
20210204,2021-02-04,2021,2,February,FQ4,FY20-21,Thursday,False,62,59,3,209,200,69302.86,65827.81,57945.41,3475.05,690.68,36677.18,29150.66,1115.730000,4.84,42.060000
20201130,2020-11-30,2020,11,November,FQ3,FY20-21,Monday,False,46,44,2,143,136,44098.63,41599.00,33651.48,2499.63,3005.84,23548.51,18050.61,945.430000,4.35,40.930000
20240209,2024-02-09,2024,2,February,FQ4,FY23-24,Friday,False,59,58,1,186,182,59240.10,56872.55,43882.46,2367.55,2535.69,31905.08,24967.56,980.560000,1.69,42.150000
20200701,2020-07-01,2020,7,July,FQ2,FY20-21,Wednesday,False,68,64,4,212,200,68825.79,66516.64,51203.01,2309.15,2465.42,35899.25,30617.37,1039.320000,5.88,44.490000
20230620,2023-06-20,2023,6,June,FQ1,FY23-24,Tuesday,False,52,51,1,148,144,47693.07,45263.30,33666.87,2429.77,647.35,24542.05,20721.36,887.520000,1.92,43.450000
20230204,2023-02-04,2023,2,February,FQ4,FY22-23,Saturday,True,64,60,4,202,189,60547.31,56099.02,47857.42,4448.29,1658.45,30297.71,25801.41,934.980000,6.25,42.610000
20230714,2023-07-14,2023,7,July,FQ2,FY23-24,Friday,False,51,51,0,146,146,49739.04,49739.04,46811.05,0.00,1178.00,26483.85,23255.33,975.280000,0.0,46.750000
20211105,2021-11-05,2021,11,November,FQ3,FY21-22,Friday,False,46,43,3,139,131,47668.48,44449.95,36620.61,3218.53,4008.31,25022.36,19427.68,1033.720000,6.52,40.760000
20231224,2023-12-24,2023,12,December,FQ3,FY23-24,Sunday,True,53,52,1,169,165,51855.30,51203.53,42036.65,651.77,335.46,28481.79,22721.86,984.680000,1.89,43.820000
20221219,2022-12-19,2022,12,December,FQ3,FY22-23,Monday,False,61,60,1,169,167,45860.83,44866.70,35155.69,994.13,22.54,24383.98,20482.79,747.780000,1.64,44.660000
20230825,2023-08-25,2023,8,August,FQ2,FY23-24,Friday,False,60,58,2,171,163,52287.20,48207.64,38728.03,4079.56,0.00,26031.51,22176.19,831.170000,3.33,42.410000
20231219,2023-12-19,2023,12,December,FQ3,FY23-24,Tuesday,False,45,44,1,119,117,36460.79,36408.74,32101.85,52.05,990.28,19903.86,16504.96,827.470000,2.22,45.270000
20230224,2023-02-24,2023,2,February,FQ4,FY22-23,Friday,False,39,37,2,106,102,33120.92,31674.32,26948.81,1446.60,0.00,17407.23,14267.01,856.060000,5.13,43.080000
20200327,2020-03-27,2020,3,March,FQ4,FY19-20,Friday,False,67,65,2,208,202,64076.01,63008.11,52888.69,1067.90,2695.17,34740.33,28267.94,969.360000,2.99,44.120000
20200204,2020-02-04,2020,2,February,FQ4,FY19-20,Tuesday,False,57,55,2,165,158,54162.82,51729.64,42701.97,2433.18,1780.98,27785.48,23944.40,940.540000,3.51,44.210000
20200926,2020-09-26,2020,9,September,FQ2,FY20-21,Saturday,True,66,65,1,214,210,69259.57,67974.74,50612.40,1284.83,994.23,37611.51,30363.29,1045.770000,1.52,43.840000
20231016,2023-10-16,2023,10,October,FQ3,FY23-24,Monday,False,59,54,5,161,144,44862.29,39590.94,30241.62,5271.35,804.97,22136.35,17454.63,733.170000,8.47,38.910000
20200325,2020-03-25,2020,3,March,FQ4,FY19-20,Wednesday,False,52,52,0,151,151,57364.10,57364.10,40173.93,0.00,4096.25,30282.28,27081.99,1103.160000,0.0,47.210000
20240808,2024-08-08,2024,8,August,FQ2,FY24-25,Thursday,False,64,61,3,176,171,44251.49,42998.93,31238.62,1252.56,3367.19,24288.95,18710.06,704.900000,4.69,42.280000
20200110,2020-01-10,2020,1,January,FQ4,FY19-20,Friday,False,60,60,0,183,183,62198.96,62198.96,43748.00,0.00,2993.72,33299.07,28899.96,1036.650000,0.0,46.460000
20240714,2024-07-14,2024,7,July,FQ2,FY24-25,Sunday,True,61,57,4,205,193,59502.63,55316.09,41372.80,4186.54,2221.63,30762.09,24554.31,970.460000,6.56,41.270000
20210714,2021-07-14,2021,7,July,FQ2,FY21-22,Wednesday,False,67,65,2,195,186,64108.58,63590.24,45494.13,518.34,3255.28,34588.44,29001.88,978.310000,2.99,45.240000
20230607,2023-06-07,2023,6,June,FQ1,FY23-24,Wednesday,False,52,52,0,153,153,44397.25,44397.25,35948.41,0.00,1185.35,23813.41,20583.82,853.790000,0.0,46.360000
20230625,2023-06-25,2023,6,June,FQ1,FY23-24,Sunday,True,51,49,2,164,157,48643.91,47346.05,28206.68,1297.86,1788.56,25670.16,21675.90,966.250000,3.92,44.560000
20240825,2024-08-25,2024,8,August,FQ2,FY24-25,Sunday,True,54,51,3,153,147,52840.10,51873.44,38373.18,966.66,0.00,27676.81,24196.59,1017.130000,5.56,45.790000
20240803,2024-08-03,2024,8,August,FQ2,FY24-25,Saturday,True,59,59,0,181,181,46049.89,46049.89,38597.01,0.00,0.00,25277.54,20772.41,780.510000,0.0,45.110000
20210124,2021-01-24,2021,1,January,FQ4,FY20-21,Sunday,True,64,63,1,195,192,48656.71,48482.20,38175.07,174.51,1059.68,27055.67,21426.59,769.560000,1.56,44.040000
20211003,2021-10-03,2021,10,October,FQ3,FY21-22,Sunday,True,46,46,0,140,140,43985.34,43985.34,37859.86,0.00,445.86,24010.63,19974.83,956.200000,0.0,45.410000
20220913,2022-09-13,2022,9,September,FQ2,FY22-23,Tuesday,False,57,54,3,178,165,47599.31,46127.40,36184.37,1471.91,154.07,25710.40,20417.10,854.210000,5.26,42.890000
20231020,2023-10-20,2023,10,October,FQ3,FY23-24,Friday,False,55,54,1,162,158,48448.83,47130.15,36175.16,1318.68,325.62,26006.50,21123.75,872.780000,1.82,43.600000
20211225,2021-12-25,2021,12,December,FQ3,FY21-22,Saturday,True,66,63,3,204,193,55846.09,52398.53,31870.41,3447.56,2964.50,28546.40,23852.16,831.720000,4.55,42.710000
20220819,2022-08-19,2022,8,August,FQ2,FY22-23,Friday,False,56,52,4,170,159,50462.84,45250.67,33305.62,5212.17,974.95,25101.86,20148.74,870.210000,7.14,39.930000
20240819,2024-08-19,2024,8,August,FQ2,FY24-25,Monday,False,42,42,0,130,130,36370.25,36370.25,29564.52,0.00,0.00,19060.42,17309.98,865.960000,0.0,47.590000
20201215,2020-12-15,2020,12,December,FQ3,FY20-21,Tuesday,False,58,55,3,195,183,65874.14,60834.56,43762.10,5039.58,6772.23,32837.36,27997.34,1106.080000,5.17,42.500000
20200205,2020-02-05,2020,2,February,FQ4,FY19-20,Wednesday,False,53,51,2,163,156,46742.75,44484.16,29811.22,2258.59,1504.94,23440.39,21043.78,872.240000,3.77,45.020000
20211208,2021-12-08,2021,12,December,FQ3,FY21-22,Wednesday,False,53,50,3,146,138,43014.19,39425.74,29703.37,3588.45,2732.53,21334.01,18091.90,788.510000,5.66,42.060000
20201012,2020-10-12,2020,10,October,FQ3,FY20-21,Monday,False,47,45,2,139,134,43143.47,42152.74,30842.31,990.73,916.58,22808.62,19344.00,936.730000,4.26,44.840000
20221007,2022-10-07,2022,10,October,FQ3,FY22-23,Friday,False,42,41,1,131,129,36002.23,34718.89,23540.68,1283.34,2790.93,19558.08,15160.76,846.800000,2.38,42.110000
20240626,2024-06-26,2024,6,June,FQ1,FY24-25,Wednesday,False,52,51,1,156,152,46373.30,44772.61,38187.71,1600.69,2002.66,23467.74,21304.91,877.890000,1.92,45.940000
20200621,2020-06-21,2020,6,June,FQ1,FY20-21,Sunday,True,56,55,1,179,174,53081.47,50483.81,38831.09,2597.66,0.00,27793.53,22690.25,917.890000,1.79,42.750000
20200819,2020-08-19,2020,8,August,FQ2,FY20-21,Wednesday,False,58,57,1,169,165,46487.22,45653.76,36028.85,833.46,334.22,24384.34,21269.50,800.940000,1.72,45.750000
20220205,2022-02-05,2022,2,February,FQ4,FY21-22,Saturday,True,57,55,2,174,168,58800.56,58095.64,47978.30,704.92,1137.98,32046.80,26048.82,1056.280000,3.51,44.300000
20221225,2022-12-25,2022,12,December,FQ3,FY22-23,Sunday,True,55,54,1,163,158,54684.29,52588.15,37610.72,2096.14,2189.20,29056.62,23531.57,973.850000,1.82,43.030000
20210809,2021-08-09,2021,8,August,FQ2,FY21-22,Monday,False,45,43,2,133,124,36503.78,34501.14,26804.82,2002.64,2315.57,18686.03,15815.04,802.350000,4.44,43.320000
20240524,2024-05-24,2024,5,May,FQ1,FY24-25,Friday,False,63,61,2,181,175,51063.42,49398.77,45213.34,1664.65,0.00,26963.04,22435.78,809.820000,3.17,43.940000
20210804,2021-08-04,2021,8,August,FQ2,FY21-22,Wednesday,False,52,52,0,145,145,49480.60,49480.60,41395.24,0.00,3629.82,26626.81,22853.84,951.550000,0.0,46.190000
20210430,2021-04-30,2021,4,April,FQ1,FY21-22,Friday,False,54,52,2,176,170,48804.69,46529.15,39947.73,2275.54,601.38,25788.86,20740.26,894.790000,3.7,42.500000
20240218,2024-02-18,2024,2,February,FQ4,FY23-24,Sunday,True,56,53,3,163,153,51120.44,47314.97,35818.88,3805.47,1175.05,25214.62,22100.37,892.740000,5.36,43.230000
20210616,2021-06-16,2021,6,June,FQ1,FY21-22,Wednesday,False,52,52,0,161,161,56385.92,56385.92,42453.08,0.00,0.00,30485.89,25900.17,1084.340000,0.0,45.930000
20201007,2020-10-07,2020,10,October,FQ3,FY20-21,Wednesday,False,45,43,2,125,119,43090.72,39523.58,24808.80,3567.14,2684.80,20411.85,19111.84,919.150000,4.44,44.350000
20231225,2023-12-25,2023,12,December,FQ3,FY23-24,Monday,False,48,45,3,141,131,49691.51,46382.01,37001.03,3309.50,2181.22,25346.31,21035.75,1030.710000,6.25,42.330000
20230403,2023-04-03,2023,4,April,FQ1,FY23-24,Monday,False,44,44,0,139,139,42932.24,42932.24,29973.02,0.00,0.00,23672.97,19259.36,975.730000,0.0,44.860000
20200413,2020-04-13,2020,4,April,FQ1,FY20-21,Monday,False,58,55,3,184,172,57165.83,52889.04,43446.95,4276.79,1440.30,28489.77,24399.22,961.620000,5.17,42.680000
20200913,2020-09-13,2020,9,September,FQ2,FY20-21,Sunday,True,58,57,1,174,170,59763.55,58839.09,48419.27,924.46,3175.43,31515.79,27323.23,1032.260000,1.72,45.720000
20241220,2024-12-20,2024,12,December,FQ3,FY24-25,Friday,False,62,58,4,175,163,47606.74,45516.93,33767.80,2089.81,0.00,25346.91,20170.01,784.770000,6.45,42.370000
20230121,2023-01-21,2023,1,January,FQ4,FY22-23,Saturday,True,59,58,1,178,175,53195.31,53076.02,32844.73,119.29,2182.60,29187.28,23888.72,915.100000,1.69,44.910000
20240121,2024-01-21,2024,1,January,FQ4,FY23-24,Sunday,True,54,52,2,166,162,48598.99,47006.94,33088.65,1592.05,474.07,25739.57,21267.42,903.980000,3.7,43.760000
20200430,2020-04-30,2020,4,April,FQ1,FY20-21,Thursday,False,54,53,1,176,173,56934.68,56848.92,46068.76,85.76,158.71,31667.00,25181.92,1072.620000,1.85,44.230000
20210913,2021-09-13,2021,9,September,FQ2,FY21-22,Monday,False,42,42,0,126,126,46072.70,46072.70,34670.89,0.00,0.00,24892.35,21180.51,1096.970000,0.0,45.970000
20240316,2024-03-16,2024,3,March,FQ4,FY23-24,Saturday,True,55,54,1,165,160,47330.80,46292.83,30611.62,1037.97,2900.51,24563.71,21729.29,857.270000,1.82,45.910000
20230626,2023-06-26,2023,6,June,FQ1,FY23-24,Monday,False,43,42,1,126,123,35711.54,34271.44,24170.00,1440.10,1462.99,18692.68,15578.79,815.990000,2.33,43.620000
20240418,2024-04-18,2024,4,April,FQ1,FY24-25,Thursday,False,49,46,3,137,132,48250.34,46248.46,35860.85,2001.88,1768.75,24551.64,21697.00,1005.400000,6.12,44.970000
20230913,2023-09-13,2023,9,September,FQ2,FY23-24,Wednesday,False,53,49,4,152,140,47882.11,43284.52,29012.03,4597.59,3239.43,23248.01,20036.67,883.360000,7.55,41.850000
20240604,2024-06-04,2024,6,June,FQ1,FY24-25,Tuesday,False,55,55,0,159,159,48163.62,48163.62,34999.38,0.00,3475.40,26609.56,21554.09,875.700000,0.0,44.750000
20210413,2021-04-13,2021,4,April,FQ1,FY21-22,Tuesday,False,43,43,0,129,129,35302.68,35302.68,30458.33,0.00,0.00,19297.41,16005.38,820.990000,0.0,45.340000
20200403,2020-04-03,2020,4,April,FQ1,FY20-21,Friday,False,47,47,0,133,133,40988.35,40988.35,30683.74,0.00,2715.34,22115.32,18873.07,872.090000,0.0,46.040000
20220422,2022-04-22,2022,4,April,FQ1,FY22-23,Friday,False,1592,1375,217,1615,1547,1012186.56,921883.38,309152.08,90303.18,21420.10,423471.97,498411.45,670.460000,13.63,49.240000
20220530,2022-05-30,2022,5,May,FQ1,FY22-23,Monday,False,1257,1096,161,1332,1273,867724.32,807732.44,191024.66,59991.88,18184.13,371471.51,436260.96,736.980000,12.81,50.280000
20220505,2022-05-05,2022,5,May,FQ1,FY22-23,Thursday,False,1432,1218,214,1488,1411,942567.80,858236.75,225491.79,84331.05,9400.75,399858.87,458377.97,704.630000,14.94,48.630000
20220624,2022-06-24,2022,6,June,FQ1,FY22-23,Friday,False,996,855,141,1064,1011,676079.12,618262.79,95402.08,57816.33,364.03,280071.42,338191.41,723.110000,14.16,50.020000
20200411,2020-04-11,2020,4,April,FQ1,FY20-21,Saturday,True,52,52,0,161,161,56919.94,56919.94,40584.77,0.00,1163.76,30262.33,26657.68,1094.610000,0.0,46.830000
20221203,2022-12-03,2022,12,December,FQ3,FY22-23,Saturday,True,61,58,3,202,192,62213.39,59199.15,46098.19,3014.24,2212.23,31932.50,27266.63,1020.680000,4.92,43.830000
20201125,2020-11-25,2020,11,November,FQ3,FY20-21,Wednesday,False,76,75,1,213,212,63473.06,63391.89,50684.02,81.17,323.63,34378.94,29013.02,845.230000,1.32,45.710000
20240229,2024-02-29,2024,2,February,FQ4,FY23-24,Thursday,False,47,47,0,139,139,40424.38,40424.38,28600.41,0.00,942.34,22256.21,18168.39,860.090000,0.0,44.940000
20240322,2024-03-22,2024,3,March,FQ4,FY23-24,Friday,False,78,73,5,254,240,78889.50,72290.85,54416.81,6598.65,5129.66,39304.61,32986.30,990.290000,6.41,41.810000
20200223,2020-02-23,2020,2,February,FQ4,FY19-20,Sunday,True,56,54,2,156,153,49902.46,49331.91,39109.94,570.55,369.24,27594.18,21737.87,913.550000,3.57,43.560000
20211120,2021-11-20,2021,11,November,FQ3,FY21-22,Saturday,True,59,58,1,161,160,54447.94,54211.21,38988.89,236.73,1403.94,30118.58,24092.69,934.680000,1.69,44.250000
20200207,2020-02-07,2020,2,February,FQ4,FY19-20,Friday,False,60,60,0,167,167,54752.12,54752.12,43868.24,0.00,0.00,29465.42,25286.78,912.540000,0.0,46.180000
20201218,2020-12-18,2020,12,December,FQ3,FY20-21,Friday,False,51,50,1,138,136,41097.28,40066.52,30320.16,1030.76,3483.96,21912.50,18154.12,801.330000,1.96,44.170000
20230530,2023-05-30,2023,5,May,FQ1,FY23-24,Tuesday,False,59,59,0,158,158,47684.88,47684.88,36806.19,0.00,0.00,25983.54,21701.40,808.220000,0.0,45.510000
20230401,2023-04-01,2023,4,April,FQ1,FY23-24,Saturday,True,56,56,0,160,160,51771.43,51771.43,36031.02,0.00,0.00,28253.24,23518.17,924.490000,0.0,45.430000
20210305,2021-03-05,2021,3,March,FQ4,FY20-21,Friday,False,46,45,1,129,124,40305.05,39532.60,21446.78,772.45,5539.00,21651.66,17881.02,878.500000,2.17,44.360000
20240807,2024-08-07,2024,8,August,FQ2,FY24-25,Wednesday,False,71,69,2,211,202,64686.69,59710.40,48448.14,4976.29,4120.55,33395.75,26314.71,865.370000,2.82,40.680000
20200724,2020-07-24,2020,7,July,FQ2,FY20-21,Friday,False,49,48,1,139,137,48001.13,47871.63,33786.65,129.50,100.75,26170.42,21701.30,997.330000,2.04,45.210000
20211214,2021-12-14,2021,12,December,FQ3,FY21-22,Tuesday,False,48,45,3,148,134,46176.21,43703.11,35590.85,2473.10,579.94,23572.40,20130.82,971.180000,6.25,43.600000
20240909,2024-09-09,2024,9,September,FQ2,FY24-25,Monday,False,48,47,1,146,141,40514.25,40141.94,29375.32,372.31,0.00,22141.73,18000.16,854.080000,2.08,44.430000
20201107,2020-11-07,2020,11,November,FQ3,FY20-21,Saturday,True,47,45,2,159,154,48852.60,48315.88,38404.58,536.72,1689.04,26648.92,21667.03,1073.690000,4.26,44.350000
20230623,2023-06-23,2023,6,June,FQ1,FY23-24,Friday,False,71,70,1,206,204,51724.13,50913.98,41700.67,810.15,648.33,28570.83,22343.20,727.340000,1.41,43.200000
20200409,2020-04-09,2020,4,April,FQ1,FY20-21,Thursday,False,54,52,2,196,189,55117.27,53025.44,33971.53,2091.83,1360.56,28292.48,24732.96,1019.720000,3.7,44.870000
20211121,2021-11-21,2021,11,November,FQ3,FY21-22,Sunday,True,58,58,0,163,163,39209.25,39209.25,29184.34,0.00,348.16,21428.75,17780.65,676.020000,0.0,45.350000
20210509,2021-05-09,2021,5,May,FQ1,FY21-22,Sunday,True,49,47,2,134,129,37236.50,35638.44,31591.38,1598.06,386.01,19219.26,16419.10,758.260000,4.08,44.090000
20200530,2020-05-30,2020,5,May,FQ1,FY20-21,Saturday,True,60,58,2,185,180,51084.35,49113.30,36720.48,1971.05,189.37,26499.30,22614.04,846.780000,3.33,44.270000
20220115,2022-01-15,2022,1,January,FQ4,FY21-22,Saturday,True,54,54,0,146,146,45601.65,45601.65,36660.14,0.00,1054.58,24353.37,21248.37,844.480000,0.0,46.600000
20220208,2022-02-08,2022,2,February,FQ4,FY21-22,Tuesday,False,65,61,4,205,187,74414.89,65978.11,56352.36,8436.78,992.47,35798.63,30179.55,1081.610000,6.15,40.560000
20210228,2021-02-28,2021,2,February,FQ4,FY20-21,Sunday,True,53,52,1,162,158,55863.30,53687.07,44660.14,2176.23,0.00,28932.67,24754.41,1032.440000,1.89,44.310000
20230129,2023-01-29,2023,1,January,FQ4,FY22-23,Sunday,True,56,55,1,150,149,50259.64,49715.82,36013.05,543.82,0.00,27659.65,22056.31,903.920000,1.79,43.880000
20210322,2021-03-22,2021,3,March,FQ4,FY20-21,Monday,False,57,57,0,164,164,55229.01,55229.01,36046.39,0.00,4414.31,28970.17,26258.86,968.930000,0.0,47.550000
20210831,2021-08-31,2021,8,August,FQ2,FY21-22,Tuesday,False,45,45,0,133,133,40547.06,40547.06,28538.58,0.00,2355.07,22732.94,17814.10,901.050000,0.0,43.930000
20241130,2024-11-30,2024,11,November,FQ3,FY24-25,Saturday,True,59,55,4,161,150,57267.61,53000.92,33781.08,4266.69,397.04,28865.76,24135.15,963.650000,6.78,42.140000
20231217,2023-12-17,2023,12,December,FQ3,FY23-24,Sunday,True,56,54,2,161,155,53687.73,52077.43,42474.65,1610.30,3065.27,28113.26,23964.16,964.400000,3.57,44.640000
20231015,2023-10-15,2023,10,October,FQ3,FY23-24,Sunday,True,60,57,3,195,187,63378.97,60566.48,51926.52,2812.49,1084.37,33381.49,27185.07,1062.570000,5.0,42.890000
20230301,2023-03-01,2023,3,March,FQ4,FY22-23,Wednesday,False,52,50,2,173,166,49595.84,45906.13,31735.60,3689.71,0.00,25059.98,20846.19,918.120000,3.85,42.030000
20230811,2023-08-11,2023,8,August,FQ2,FY23-24,Friday,False,50,47,3,151,143,42275.08,40419.00,27695.49,1856.08,2789.89,22203.66,18215.37,859.980000,6.0,43.090000
20211002,2021-10-02,2021,10,October,FQ3,FY21-22,Saturday,True,50,48,2,147,143,56801.36,54849.47,44466.17,1951.89,211.00,28979.49,25869.96,1142.700000,4.0,45.540000
20240415,2024-04-15,2024,4,April,FQ1,FY24-25,Monday,False,55,49,6,177,155,50120.18,42366.72,33959.36,7753.46,0.00,23008.68,19358.08,864.630000,10.91,38.620000
20220811,2022-08-11,2022,8,August,FQ2,FY22-23,Thursday,False,66,64,2,199,192,64696.33,61882.71,47347.01,2813.62,0.00,33005.60,28877.20,966.920000,3.03,44.630000
20211010,2021-10-10,2021,10,October,FQ3,FY21-22,Sunday,True,59,57,2,168,166,46536.71,46016.15,37939.90,520.56,1695.49,25003.44,21012.80,807.300000,3.39,45.150000
20200921,2020-09-21,2020,9,September,FQ2,FY20-21,Monday,False,62,60,2,191,185,56670.32,53312.80,40216.09,3357.52,3433.08,28632.63,24680.27,888.550000,3.23,43.550000
20210704,2021-07-04,2021,7,July,FQ2,FY21-22,Sunday,True,47,47,0,137,137,41985.69,41985.69,29491.36,0.00,1047.46,22353.75,19631.96,893.310000,0.0,46.760000
20241002,2024-10-02,2024,10,October,FQ3,FY24-25,Wednesday,False,42,42,0,109,109,33293.66,33293.66,20720.65,0.00,3430.07,18274.18,15019.48,792.710000,0.0,45.110000
20231030,2023-10-30,2023,10,October,FQ3,FY23-24,Monday,False,50,50,0,162,162,55045.51,55045.51,38033.15,0.00,201.61,30330.69,24714.72,1100.910000,0.0,44.900000
20200308,2020-03-08,2020,3,March,FQ4,FY19-20,Sunday,True,49,46,3,149,138,46778.11,43778.71,28453.79,2999.40,1536.45,23632.38,20146.49,951.710000,6.12,43.070000
20230827,2023-08-27,2023,8,August,FQ2,FY23-24,Sunday,True,52,49,3,143,134,46412.40,43438.08,31053.45,2974.32,1015.71,23766.73,19671.42,886.490000,5.77,42.380000
20230802,2023-08-02,2023,8,August,FQ2,FY23-24,Wednesday,False,53,50,3,151,142,54095.66,50443.80,32368.97,3651.86,1117.40,26622.86,23820.95,1008.880000,5.66,44.030000
20220328,2022-03-28,2022,3,March,FQ4,FY21-22,Monday,False,51,51,0,115,115,34668.25,34668.25,22986.66,0.00,853.84,18790.41,15877.87,679.770000,0.0,45.800000
20240228,2024-02-28,2024,2,February,FQ4,FY23-24,Wednesday,False,61,60,1,193,189,47520.48,47123.68,34989.20,396.80,580.71,25284.86,21839.00,785.390000,1.64,45.960000
20200817,2020-08-17,2020,8,August,FQ2,FY20-21,Monday,False,59,59,0,195,195,52974.39,52974.39,38218.29,0.00,1427.51,28774.95,24199.42,897.870000,0.0,45.680000
20220114,2022-01-14,2022,1,January,FQ4,FY21-22,Friday,False,49,48,1,149,146,48373.74,46929.73,40833.97,1444.01,245.30,25289.01,21640.92,977.700000,2.04,44.740000
20230308,2023-03-08,2023,3,March,FQ4,FY22-23,Wednesday,False,42,42,0,114,114,37062.89,37062.89,23372.88,0.00,1568.69,20073.16,16989.81,882.450000,0.0,45.840000
20230624,2023-06-24,2023,6,June,FQ1,FY23-24,Saturday,True,50,45,5,155,139,38581.05,33921.01,20495.62,4660.04,701.07,18161.09,15759.91,753.800000,10.0,40.850000
20220301,2022-03-01,2022,3,March,FQ4,FY21-22,Tuesday,False,68,64,4,204,190,69826.58,65499.61,46889.41,4326.97,3407.70,35787.73,29711.92,1023.430000,5.88,42.550000
20220318,2022-03-18,2022,3,March,FQ4,FY21-22,Friday,False,37,36,1,113,109,39391.15,38198.02,32488.43,1193.13,710.83,20147.20,18050.84,1061.060000,2.7,45.820000
20200130,2020-01-30,2020,1,January,FQ4,FY19-20,Thursday,False,52,52,0,154,154,46461.03,46461.03,35375.18,0.00,2116.84,25034.13,21426.98,893.480000,0.0,46.120000
20221015,2022-10-15,2022,10,October,FQ3,FY22-23,Saturday,True,46,46,0,144,144,35202.23,35202.23,24787.08,0.00,135.81,18989.08,16213.23,765.270000,0.0,46.060000
20221110,2022-11-10,2022,11,November,FQ3,FY22-23,Thursday,False,69,69,0,219,219,63038.76,63038.76,53140.16,0.00,3040.80,35190.83,27847.97,913.610000,0.0,44.180000
20211223,2021-12-23,2021,12,December,FQ3,FY21-22,Thursday,False,54,52,2,173,166,53176.42,52346.36,27326.91,830.06,0.00,28212.52,24133.99,1006.660000,3.7,45.380000
20200802,2020-08-02,2020,8,August,FQ2,FY20-21,Sunday,True,59,58,1,158,157,39547.01,39528.88,29795.61,18.13,569.94,21837.95,17690.94,681.530000,1.69,44.730000
